title,duration,rating,year,url
Sunrise: A Song of Two Humans,94,8.1,1927,https://www.imdb.com//title/tt0018455/
RRR (Rise Roar Revolt),187,8.0,2022,https://www.imdb.com//title/tt8178634/
Badhaai ho,124,8.0,2018,https://www.imdb.com//title/tt7725596/
WolfWalkers,103,8.0,2020,https://www.imdb.com//title/tt5198068/
Contratiempo,106,8.0,2016,https://www.imdb.com//title/tt4857264/
La La Land,128,8.0,2016,https://www.imdb.com//title/tt3783958/
Lion,118,8.0,2016,https://www.imdb.com//title/tt3741834/
The Martian,144,8.0,2015,https://www.imdb.com//title/tt3659388/
Mommy,139,8.0,I) (,https://www.imdb.com//title/tt3612616/
Soul,100,8.0,2020,https://www.imdb.com//title/tt2948372/
Zootopia,108,8.0,2016,https://www.imdb.com//title/tt2948356/
Kis Uykusu,196,8.0,2014,https://www.imdb.com//title/tt2758880/
Bãhubali: The Beginning,159,8.0,2015,https://www.imdb.com//title/tt2631186/
Kaguya-hime no monogatari,137,8.0,2013,https://www.imdb.com//title/tt2576852/
Special Chabbis,144,8.0,2013,https://www.imdb.com//title/tt2377938/
The Imitation Game,114,8.0,2014,https://www.imdb.com//title/tt2084970/
Guardians of the Galaxy,121,8.0,2014,https://www.imdb.com//title/tt2015381/
Song of the Sea,93,8.0,2014,https://www.imdb.com//title/tt1865505/
Blade Runner 2049,164,8.0,2017,https://www.imdb.com//title/tt1856101/
Her,126,8.0,2013,https://www.imdb.com//title/tt1798709/
The Revenant,156,8.0,2015,https://www.imdb.com//title/tt1663202/
The Perks of Being a Wallflower,103,8.0,2012,https://www.imdb.com//title/tt1659337/
Tropa de Elite 2: O Inimigo Agora é Outro,115,8.0,2010,https://www.imdb.com//title/tt1555149/
The King's Speech,118,8.0,2010,https://www.imdb.com//title/tt1504320/
Deadpool,108,8.0,2016,https://www.imdb.com//title/tt1431045/
Zack Snyder's Justice League,242,8.0,2021,https://www.imdb.com//title/tt12361974/
Ip Man,106,8.0,2008,https://www.imdb.com//title/tt1220719/
Dune: Part One,155,8.0,2021,https://www.imdb.com//title/tt1160419/
Okuribito,130,8.0,2008,https://www.imdb.com//title/tt1069238/
CODA,111,8.0,2021,https://www.imdb.com//title/tt10366460/
Slumdog Millionaire,120,8.0,2008,https://www.imdb.com//title/tt1010048/
Black Swan,108,8.0,2010,https://www.imdb.com//title/tt0947798/
Tropa de Elite,115,8.0,2007,https://www.imdb.com//title/tt0861739/
The Avengers,143,8.0,2012,https://www.imdb.com//title/tt0848228/
Persepolis,96,8.0,2007,https://www.imdb.com//title/tt0808417/
Lage Raho Munna Bhai,144,8.0,2006,https://www.imdb.com//title/tt0456144/
The Pursuit of Happyness,117,8.0,2006,https://www.imdb.com//title/tt0454921/
Blood Diamond,143,8.0,2006,https://www.imdb.com//title/tt0450259/
The Bourne Ultimatum,115,8.0,2007,https://www.imdb.com//title/tt0440963/
Dare mo shiranai,141,8.0,2004,https://www.imdb.com//title/tt0408664/
Sin City,124,8.0,2005,https://www.imdb.com//title/tt0401792/
Le scaphandre et le papillon,112,8.0,2007,https://www.imdb.com//title/tt0401383/
Taegukgi hwinalrimyeo,140,8.0,2004,https://www.imdb.com//title/tt0386064/
G.O.R.A.,127,8.0,2004,https://www.imdb.com//title/tt0384116/
Casino Royale,144,8.0,2006,https://www.imdb.com//title/tt0381061/
Kill Bill: Vol. 2,137,8.0,2004,https://www.imdb.com//title/tt0378194/
Bom yeoreum gaeul gyeoul geurigo bom,103,8.0,2003,https://www.imdb.com//title/tt0374546/
Mar adentro,126,8.0,I) (,https://www.imdb.com//title/tt0369702/
Cinderella Man,144,8.0,2005,https://www.imdb.com//title/tt0352248/
Mou gaan dou,101,8.0,2002,https://www.imdb.com//title/tt0338564/
Big Fish,125,8.0,2003,https://www.imdb.com//title/tt0319061/
The Incredibles,115,8.0,2004,https://www.imdb.com//title/tt0317705/
Yeopgijeogin geunyeo,137,8.0,2001,https://www.imdb.com//title/tt0293715/
Dogville,178,8.0,2003,https://www.imdb.com//title/tt0276919/
Vizontele,110,8.0,2001,https://www.imdb.com//title/tt0270053/
Donnie Darko,113,8.0,2001,https://www.imdb.com//title/tt0246578/
Magnolia,188,8.0,1999,https://www.imdb.com//title/tt0175880/
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",87,8.0,1997,https://www.imdb.com//title/tt0169858/
The Straight Story,112,8.0,1999,https://www.imdb.com//title/tt0166896/
Pâfekuto burû,81,8.0,1997,https://www.imdb.com//title/tt0156887/
Central do Brasil,110,8.0,1998,https://www.imdb.com//title/tt0140888/
La leggenda del pianista sull'oceano,169,8.0,1998,https://www.imdb.com//title/tt0120731/
"Crna macka, beli macor",127,8.0,1998,https://www.imdb.com//title/tt0118843/
Sling Blade,135,8.0,1996,https://www.imdb.com//title/tt0117666/
Secrets & Lies,136,8.0,1996,https://www.imdb.com//title/tt0117589/
Twelve Monkeys,129,8.0,1995,https://www.imdb.com//title/tt0114746/
Dilwale Dulhania Le Jayenge,189,8.0,1995,https://www.imdb.com//title/tt0112870/
Chung Hing sam lam,102,8.0,1994,https://www.imdb.com//title/tt0109424/
Andaz Apna Apna,160,8.0,1994,https://www.imdb.com//title/tt0109117/
Scent of a Woman,156,8.0,1992,https://www.imdb.com//title/tt0105323/
Aladdin,90,8.0,1992,https://www.imdb.com//title/tt0103639/
JFK,189,8.0,1991,https://www.imdb.com//title/tt0102138/
Beauty and the Beast,84,8.0,1991,https://www.imdb.com//title/tt0101414/
Dances with Wolves,181,8.0,1990,https://www.imdb.com//title/tt0099348/
Rain Man,133,8.0,1988,https://www.imdb.com//title/tt0095953/
Akira,124,8.0,1988,https://www.imdb.com//title/tt0094625/
The Princess Bride,98,8.0,1987,https://www.imdb.com//title/tt0093779/
Der Himmel über Berlin,128,8.0,1987,https://www.imdb.com//title/tt0093191/
Au revoir les enfants,104,8.0,1987,https://www.imdb.com//title/tt0092593/
Tenkû no shiro Rapyuta,125,8.0,1986,https://www.imdb.com//title/tt0092067/
"Paris, Texas",145,8.0,1984,https://www.imdb.com//title/tt0087884/
Kaze no tani no Naushika,117,8.0,1984,https://www.imdb.com//title/tt0087544/
Nostalgia,125,8.0,1983,https://www.imdb.com//title/tt0086022/
Pink Floyd: The Wall,95,8.0,1982,https://www.imdb.com//title/tt0084503/
Fitzcarraldo,158,8.0,1982,https://www.imdb.com//title/tt0083946/
Life of Brian,94,8.0,1979,https://www.imdb.com//title/tt0079470/
Being There,130,8.0,1979,https://www.imdb.com//title/tt0078841/
Annie Hall,93,8.0,1977,https://www.imdb.com//title/tt0075686/
Dog Day Afternoon,125,8.0,1975,https://www.imdb.com//title/tt0072890/
Zerkalo,107,8.0,1975,https://www.imdb.com//title/tt0072443/
Young Frankenstein,106,8.0,1974,https://www.imdb.com//title/tt0072431/
Papillon,151,8.0,1973,https://www.imdb.com//title/tt0070511/
Viskningar och rop,91,8.0,1972,https://www.imdb.com//title/tt0069467/
Solaris,167,8.0,1972,https://www.imdb.com//title/tt0069293/
Sleuth,138,8.0,1972,https://www.imdb.com//title/tt0069281/
The Last Picture Show,118,8.0,1971,https://www.imdb.com//title/tt0067328/
Fiddler on the Roof,181,8.0,1971,https://www.imdb.com//title/tt0067093/
Butch Cassidy and the Sundance Kid,110,8.0,1969,https://www.imdb.com//title/tt0064115/
Rosemary's Baby,137,8.0,1968,https://www.imdb.com//title/tt0063522/
Planet of the Apes,112,8.0,1968,https://www.imdb.com//title/tt0063442/
Le Samouraï,105,8.0,1967,https://www.imdb.com//title/tt0062229/
The Graduate,106,8.0,1967,https://www.imdb.com//title/tt0061722/
Who's Afraid of Virginia Woolf?,131,8.0,1966,https://www.imdb.com//title/tt0061184/
Andrei Rublev,205,8.0,1966,https://www.imdb.com//title/tt0060107/
Il gattopardo,186,8.0,1963,https://www.imdb.com//title/tt0057091/
8½,138,8.0,1963,https://www.imdb.com//title/tt0056801/
El ángel exterminador,95,8.0,1962,https://www.imdb.com//title/tt0056732/
What Ever Happened to Baby Jane?,134,8.0,1962,https://www.imdb.com//title/tt0056687/
Sanjuro,96,8.0,1962,https://www.imdb.com//title/tt0056443/
Ivanovo detstvo,95,8.0,1962,https://www.imdb.com//title/tt0056111/
The Hustler,134,8.0,1961,https://www.imdb.com//title/tt0054997/
La dolce vita,174,8.0,1960,https://www.imdb.com//title/tt0053779/
Rio Bravo,141,8.0,1959,https://www.imdb.com//title/tt0053221/
Anatomy of a Murder,161,8.0,1959,https://www.imdb.com//title/tt0052561/
Touch of Evil,95,8.0,1958,https://www.imdb.com//title/tt0052311/
Sweet Smell of Success,96,8.0,1957,https://www.imdb.com//title/tt0051036/
The Killing,84,8.0,1956,https://www.imdb.com//title/tt0049406/
The Night of the Hunter,92,8.0,1955,https://www.imdb.com//title/tt0048424/
La Strada,108,8.0,1954,https://www.imdb.com//title/tt0047528/
Stalag 17,120,8.0,1953,https://www.imdb.com//title/tt0046359/
Roman Holiday,118,8.0,1953,https://www.imdb.com//title/tt0046250/
High Noon,85,8.0,1952,https://www.imdb.com//title/tt0044706/
Kind Hearts and Coronets,106,8.0,1949,https://www.imdb.com//title/tt0041546/
Out of the Past,97,8.0,1947,https://www.imdb.com//title/tt0039689/
Roma città aperta,103,8.0,1945,https://www.imdb.com//title/tt0038890/
Mildred Pierce,111,8.0,1945,https://www.imdb.com//title/tt0037913/
Brief Encounter,86,8.0,1945,https://www.imdb.com//title/tt0037558/
The Maltese Falcon,100,8.0,1941,https://www.imdb.com//title/tt0033870/
Bronenosets Potemkin,75,8.0,1925,https://www.imdb.com//title/tt0015648/
Das Cabinet des Dr. Caligari,76,8.0,1920,https://www.imdb.com//title/tt0010323/
Knives Out,130,7.9,2019,https://www.imdb.com//title/tt8946378/
Manbiki kazoku,121,7.9,2018,https://www.imdb.com//title/tt8075192/
Marriage Story,137,7.9,2019,https://www.imdb.com//title/tt7653254/
Super 30,154,7.9,2019,https://www.imdb.com//title/tt7485048/
Padman,140,7.9,2018,https://www.imdb.com//title/tt7218518/
Togo,113,7.9,2019,https://www.imdb.com//title/tt5116302/
Airlift,130,7.9,2016,https://www.imdb.com//title/tt4387040/
M.S. Dhoni: The Untold Story,184,7.9,2016,https://www.imdb.com//title/tt4169250/
Baby,159,7.9,I) (,https://www.imdb.com//title/tt3848892/
Sing Street,106,7.9,2016,https://www.imdb.com//title/tt3544112/
Thor: Ragnarok,130,7.9,2017,https://www.imdb.com//title/tt3501632/
Jojo Rabbit,108,7.9,2019,https://www.imdb.com//title/tt2584384/
Wonder,113,7.9,I) (,https://www.imdb.com//title/tt2543472/
Arrival,116,7.9,II) ,https://www.imdb.com//title/tt2543164/
Gully Boy,154,7.9,2019,https://www.imdb.com//title/tt2395469/
Short Term 12,96,7.9,2013,https://www.imdb.com//title/tt2370248/
Serbuan maut 2: Berandal,150,7.9,2014,https://www.imdb.com//title/tt2265171/
Before Midnight,109,7.9,2013,https://www.imdb.com//title/tt2209418/
X-Men: Days of Future Past,132,7.9,2014,https://www.imdb.com//title/tt1877832/
The Batman,176,7.9,2022,https://www.imdb.com//title/tt1877830/
Bohemian Rhapsody,134,7.9,2018,https://www.imdb.com//title/tt1727824/
Hoje Eu Quero Voltar Sozinho,96,7.9,2014,https://www.imdb.com//title/tt1702014/
The Artist,100,7.9,I) (,https://www.imdb.com//title/tt1655442/
Edge of Tomorrow,113,7.9,2014,https://www.imdb.com//title/tt1631867/
Amour,127,7.9,2012,https://www.imdb.com//title/tt1602620/
Darbareye Elly,119,7.9,2009,https://www.imdb.com//title/tt1360860/
Dev.D,144,7.9,2009,https://www.imdb.com//title/tt1327035/
My Name Is Khan,165,7.9,2010,https://www.imdb.com//title/tt1188996/
Nefes: Vatan Sagolsun,128,7.9,2009,https://www.imdb.com//title/tt1171701/
Låt den rätte komma in,114,7.9,2008,https://www.imdb.com//title/tt1139797/
District 9,112,7.9,2009,https://www.imdb.com//title/tt1136608/
The Wrestler,109,7.9,2008,https://www.imdb.com//title/tt1125849/
Jab We Met,138,7.9,2007,https://www.imdb.com//title/tt1093370/
Boyhood,165,7.9,I) (,https://www.imdb.com//title/tt1065073/
Verdens verste menneske,128,7.9,2021,https://www.imdb.com//title/tt10370710/
"4 luni, 3 saptamâni si 2 zile",113,7.9,2007,https://www.imdb.com//title/tt1032846/
Star Trek,127,7.9,2009,https://www.imdb.com//title/tt0796366/
Dallas Buyers Club,117,7.9,2013,https://www.imdb.com//title/tt0790636/
In Bruges,107,7.9,2008,https://www.imdb.com//title/tt0780536/
The Man from Earth,87,7.9,2007,https://www.imdb.com//title/tt0756683/
Letters from Iwo Jima,141,7.9,2006,https://www.imdb.com//title/tt0498380/
Life of Pi,127,7.9,2012,https://www.imdb.com//title/tt0454876/
Fantastic Mr. Fox,87,7.9,2009,https://www.imdb.com//title/tt0432283/
Bin-jip,88,7.9,2004,https://www.imdb.com//title/tt0423866/
C.R.A.Z.Y.,129,7.9,2005,https://www.imdb.com//title/tt0401085/
Vozvrashchenie,110,7.9,2003,https://www.imdb.com//title/tt0376968/
Iron Man,126,7.9,2008,https://www.imdb.com//title/tt0371746/
Shaun of the Dead,99,7.9,2004,https://www.imdb.com//title/tt0365748/
Kal Ho Naa Ho,186,7.9,2003,https://www.imdb.com//title/tt0347304/
Gegen die Wand,121,7.9,2004,https://www.imdb.com//title/tt0347048/
Mystic River,138,7.9,2003,https://www.imdb.com//title/tt0327056/
Harry Potter and the Prisoner of Azkaban,142,7.9,2004,https://www.imdb.com//title/tt0304141/
Ying xiong,120,7.9,2002,https://www.imdb.com//title/tt0299977/
Hable con ella,112,7.9,2002,https://www.imdb.com//title/tt0287467/
No Man's Land,98,7.9,I) (,https://www.imdb.com//title/tt0283509/
The Bourne Identity,119,7.9,2002,https://www.imdb.com//title/tt0258463/
Nueve reinas,114,7.9,2000,https://www.imdb.com//title/tt0247586/
Children of Men,109,7.9,2006,https://www.imdb.com//title/tt0206634/
Wo hu cang long,120,7.9,2000,https://www.imdb.com//title/tt0190332/
Almost Famous,122,7.9,2000,https://www.imdb.com//title/tt0181875/
Dancer in the Dark,140,7.9,2000,https://www.imdb.com//title/tt0168629/
Mulholland Dr.,147,7.9,2001,https://www.imdb.com//title/tt0166924/
Shrek,90,7.9,2001,https://www.imdb.com//title/tt0126029/
Toy Story 2,92,7.9,1999,https://www.imdb.com//title/tt0120363/
Titanic,194,7.9,1997,https://www.imdb.com//title/tt0120338/
Knockin' on Heaven's Door,87,7.9,1997,https://www.imdb.com//title/tt0119472/
Boogie Nights,155,7.9,1997,https://www.imdb.com//title/tt0118749/
Mimi wo sumaseba,111,7.9,1995,https://www.imdb.com//title/tt0113824/
Kôkaku Kidôtai,83,7.9,1995,https://www.imdb.com//title/tt0113568/
Once Were Warriors,102,7.9,1994,https://www.imdb.com//title/tt0110729/
True Romance,119,7.9,1993,https://www.imdb.com//title/tt0108399/
Trois couleurs: Bleu,94,7.9,1993,https://www.imdb.com//title/tt0108394/
The Nightmare Before Christmas,76,7.9,1993,https://www.imdb.com//title/tt0107688/
Carlito's Way,144,7.9,1993,https://www.imdb.com//title/tt0106519/
Bound by Honor,180,7.9,1993,https://www.imdb.com//title/tt0106469/
Edward Scissorhands,105,7.9,1990,https://www.imdb.com//title/tt0099487/
My Left Foot: The Story of Christy Brown,103,7.9,1989,https://www.imdb.com//title/tt0097937/
Do the Right Thing,120,7.9,1989,https://www.imdb.com//title/tt0097216/
The Untouchables,119,7.9,1987,https://www.imdb.com//title/tt0094226/
Sacrifice,149,7.9,1986,https://www.imdb.com//title/tt0091670/
Hannah and Her Sisters,107,7.9,1986,https://www.imdb.com//title/tt0091167/
Brazil,132,7.9,1985,https://www.imdb.com//title/tt0088846/
This Is Spinal Tap,82,7.9,1984,https://www.imdb.com//title/tt0088258/
A Christmas Story,93,7.9,1983,https://www.imdb.com//title/tt0085334/
E.T. the Extra-Terrestrial,115,7.9,1982,https://www.imdb.com//title/tt0083866/
Kagemusha,180,7.9,1980,https://www.imdb.com//title/tt0080979/
The Blues Brothers,133,7.9,1980,https://www.imdb.com//title/tt0080455/
Manhattan,96,7.9,1979,https://www.imdb.com//title/tt0079522/
All the President's Men,138,7.9,1976,https://www.imdb.com//title/tt0074119/
Amarcord,123,7.9,1973,https://www.imdb.com//title/tt0071129/
Harold and Maude,91,7.9,1971,https://www.imdb.com//title/tt0067185/
Patton,172,7.9,1970,https://www.imdb.com//title/tt0066206/
Il conformista,113,7.9,1970,https://www.imdb.com//title/tt0065571/
The Wild Bunch,145,7.9,1969,https://www.imdb.com//title/tt0065214/
The Lion in Winter,134,7.9,1968,https://www.imdb.com//title/tt0063227/
In the Heat of the Night,110,7.9,1967,https://www.imdb.com//title/tt0061811/
In Cold Blood,134,7.9,1967,https://www.imdb.com//title/tt0061809/
Doctor Zhivago,197,7.9,1965,https://www.imdb.com//title/tt0059113/
Per un pugno di dollari,99,7.9,1964,https://www.imdb.com//title/tt0058461/
Charade,113,7.9,1963,https://www.imdb.com//title/tt0056923/
Vivre sa vie: Film en douze tableaux,80,7.9,1962,https://www.imdb.com//title/tt0056663/
The Manchurian Candidate,126,7.9,1962,https://www.imdb.com//title/tt0056218/
Spartacus,197,7.9,1960,https://www.imdb.com//title/tt0054331/
Hiroshima mon amour,90,7.9,1959,https://www.imdb.com//title/tt0052893/
Cat on a Hot Tin Roof,108,7.9,1958,https://www.imdb.com//title/tt0051459/
Ascenseur pour l'échafaud,91,7.9,1958,https://www.imdb.com//title/tt0051378/
The Ten Commandments,220,7.9,1956,https://www.imdb.com//title/tt0049833/
The Searchers,119,7.9,1956,https://www.imdb.com//title/tt0049730/
The Big Heat,89,7.9,1953,https://www.imdb.com//title/tt0045555/
A Streetcar Named Desire,122,7.9,1951,https://www.imdb.com//title/tt0044081/
Strangers on a Train,101,7.9,1951,https://www.imdb.com//title/tt0044079/
In a Lonely Place,94,7.9,1950,https://www.imdb.com//title/tt0042593/
Harvey,104,7.9,1950,https://www.imdb.com//title/tt0042546/
Rope,80,7.9,1948,https://www.imdb.com//title/tt0040746/
Miracle on 34th Street,96,7.9,1947,https://www.imdb.com//title/tt0039628/
Notorious,102,7.9,1946,https://www.imdb.com//title/tt0038787/
The Big Sleep,114,7.9,1946,https://www.imdb.com//title/tt0038355/
La belle et la bête,96,7.9,1946,https://www.imdb.com//title/tt0038348/
The Lost Weekend,101,7.9,1945,https://www.imdb.com//title/tt0037884/
Laura,88,7.9,1944,https://www.imdb.com//title/tt0037008/
Arsenic and Old Lace,118,7.9,1943,https://www.imdb.com//title/tt0036613/
Sullivan's Travels,90,7.9,1941,https://www.imdb.com//title/tt0034240/
The Philadelphia Story,112,7.9,1940,https://www.imdb.com//title/tt0032904/
La règle du jeu,110,7.9,1939,https://www.imdb.com//title/tt0031885/
The Adventures of Robin Hood,102,7.9,1938,https://www.imdb.com//title/tt0029843/
The Thin Man,91,7.9,1934,https://www.imdb.com//title/tt0025878/
King Kong,100,7.9,1933,https://www.imdb.com//title/tt0024216/
Freaks,64,7.9,1932,https://www.imdb.com//title/tt0022913/
Nosferatu,94,7.9,1922,https://www.imdb.com//title/tt0013442/
The Gentlemen,113,7.8,2019,https://www.imdb.com//title/tt8367814/
Doragon bôru chô: Burorî,100,7.8,2018,https://www.imdb.com//title/tt7961060/
Hindi Medium,132,7.8,2017,https://www.imdb.com//title/tt5764096/
Call Me by Your Name,132,7.8,2017,https://www.imdb.com//title/tt5726616/
"I, Daniel Blake",100,7.8,2016,https://www.imdb.com//title/tt5168192/
Isle of Dogs,101,7.8,2018,https://www.imdb.com//title/tt5104604/
Dunkirk,106,7.8,2017,https://www.imdb.com//title/tt5013056/
Hidden Figures,127,7.8,2016,https://www.imdb.com//title/tt4846340/
Hunt for the Wilderpeople,101,7.8,2016,https://www.imdb.com//title/tt4698684/
Paddington 2,103,7.8,2017,https://www.imdb.com//title/tt4468740/
Manchester by the Sea,137,7.8,2016,https://www.imdb.com//title/tt4034228/
Under sandet,100,7.8,2015,https://www.imdb.com//title/tt3841424/
Rogue One,133,7.8,2016,https://www.imdb.com//title/tt3748528/
Elvis,159,7.8,2022,https://www.imdb.com//title/tt3704428/
Captain Fantastic,118,7.8,2016,https://www.imdb.com//title/tt3553976/
Captain America: Civil War,147,7.8,2016,https://www.imdb.com//title/tt3498820/
The Hateful Eight,168,7.8,2015,https://www.imdb.com//title/tt3460252/
Little Women,135,7.8,2019,https://www.imdb.com//title/tt3281548/
Loving Vincent,94,7.8,2017,https://www.imdb.com//title/tt3262342/
Pride,119,7.8,I) (,https://www.imdb.com//title/tt3169706/
Nightcrawler,117,7.8,2014,https://www.imdb.com//title/tt2872718/
Star Wars: Episode VII - The Force Awakens,138,7.8,2015,https://www.imdb.com//title/tt2488496/
The Lunchbox,104,7.8,2013,https://www.imdb.com//title/tt2350496/
Vicky Donor,126,7.8,2012,https://www.imdb.com//title/tt2317337/
Big Hero 6,102,7.8,2014,https://www.imdb.com//title/tt2245084/
About Time,123,7.8,I) (,https://www.imdb.com//title/tt2194499/
English Vinglish,134,7.8,2012,https://www.imdb.com//title/tt2181931/
La migliore offerta,131,7.8,2013,https://www.imdb.com//title/tt1924396/
Captain America: The Winter Soldier,136,7.8,2014,https://www.imdb.com//title/tt1843866/
Bir Zamanlar Anadolu'da,157,7.8,2011,https://www.imdb.com//title/tt1827487/
Moonrise Kingdom,94,7.8,2012,https://www.imdb.com//title/tt1748122/
How to Train Your Dragon 2,102,7.8,2014,https://www.imdb.com//title/tt1646971/
The Big Short,130,7.8,2015,https://www.imdb.com//title/tt1596363/
Ang-ma-reul bo-at-da,144,7.8,2010,https://www.imdb.com//title/tt1588170/
The Girl with the Dragon Tattoo,158,7.8,2011,https://www.imdb.com//title/tt1568346/
Captain Phillips,134,7.8,2013,https://www.imdb.com//title/tt1535109/
Straight Outta Compton,147,7.8,2015,https://www.imdb.com//title/tt1398426/
The Irishman,209,7.8,2019,https://www.imdb.com//title/tt1302006/
The Social Network,120,7.8,2010,https://www.imdb.com//title/tt1285016/
Un prophète,155,7.8,2009,https://www.imdb.com//title/tt1235166/
Madeo,129,7.8,2009,https://www.imdb.com//title/tt1216496/
Chugyeokja,125,7.8,2008,https://www.imdb.com//title/tt1190539/
Moon,97,7.8,2009,https://www.imdb.com//title/tt1182345/
The Hobbit: The Desolation of Smaug,161,7.8,2013,https://www.imdb.com//title/tt1170358/
Das weiße Band - Eine deutsche Kindergeschichte,144,7.8,2009,https://www.imdb.com//title/tt1149362/
Män som hatar kvinnor,152,7.8,2009,https://www.imdb.com//title/tt1132620/
Skyfall,143,7.8,2012,https://www.imdb.com//title/tt1074638/
The Fighter,116,7.8,I) (,https://www.imdb.com//title/tt0964517/
Taken,90,7.8,I) (,https://www.imdb.com//title/tt0936501/
Once,86,7.8,I) (,https://www.imdb.com//title/tt0907657/
The Hobbit: An Unexpected Journey,169,7.8,2012,https://www.imdb.com//title/tt0903624/
Changeling,141,7.8,2008,https://www.imdb.com//title/tt0824747/
Atonement,123,7.8,2007,https://www.imdb.com//title/tt0783233/
Drive,100,7.8,I) (,https://www.imdb.com//title/tt0780504/
American Gangster,157,7.8,2007,https://www.imdb.com//title/tt0765429/
Avatar,162,7.8,2009,https://www.imdb.com//title/tt0499549/
Mr. Nobody,141,7.8,2009,https://www.imdb.com//title/tt0485947/
Apocalypto,139,7.8,2006,https://www.imdb.com//title/tt0472043/
The Fall,117,7.8,2006,https://www.imdb.com//title/tt0460791/
Little Miss Sunshine,101,7.8,2006,https://www.imdb.com//title/tt0449059/
Hot Fuzz,121,7.8,2007,https://www.imdb.com//title/tt0425112/
The Curious Case of Benjamin Button,166,7.8,2008,https://www.imdb.com//title/tt0421715/
Veer-Zaara,192,7.8,2004,https://www.imdb.com//title/tt0420332/
Pride & Prejudice,129,7.8,2005,https://www.imdb.com//title/tt0414387/
The World's Fastest Indian,127,7.8,2005,https://www.imdb.com//title/tt0412080/
Tôkyô goddofâzâzu,90,7.8,2003,https://www.imdb.com//title/tt0388473/
Serenity,119,7.8,2005,https://www.imdb.com//title/tt0379786/
Crash,112,7.8,I) (,https://www.imdb.com//title/tt0375679/
Les choristes,97,7.8,2004,https://www.imdb.com//title/tt0372824/
Walk the Line,136,7.8,2005,https://www.imdb.com//title/tt0358273/
The Notebook,123,7.8,2004,https://www.imdb.com//title/tt0332280/
The Last Samurai,154,7.8,2003,https://www.imdb.com//title/tt0325710/
Diarios de motocicleta,126,7.8,2004,https://www.imdb.com//title/tt0318462/
Lilja 4-ever,109,7.8,2002,https://www.imdb.com//title/tt0300140/
